Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,18,14,1851
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,18,14,1851
Dodge,Dart,2014,regular unleaded,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,33,23,1851
Dodge,Dart,2015,regular unleaded,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,33,23,1851
Dodge,Dart,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,23,1851
Dodge,Dart,2016,regular unleaded,160,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,36,25,1851
Dodge,Daytona,1991,regular unleaded,152,4,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,24,18,1851
Dodge,Daytona,1991,regular unleaded,100,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,21,1851
Dodge,Daytona,1993,regular unleaded,141,6,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,25,17,1851
Dodge,Daytona,1993,regular unleaded,224,4,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,24,17,1851
Aston Martin,DB9,2013,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,19,13,259
Aston Martin,DB9,2014,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,19,13,259
Aston Martin,DBS,2010,premium unleaded (required),510,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,17,11,259
Aston Martin,DBS,2011,premium unleaded (required),510,12,MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,High-Performance",Midsize,Convertible,17,11,259
Aston Martin,DBS,2012,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,18,12,259
Aston Martin,DBS,2012,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,18,12,259
Cadillac,DeVille,2004,regular unleaded,300,8,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Large,Sedan,24,16,1624
Cadillac,DeVille,2004,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,24,16,1624
Mitsubishi,Diamante,2002,premium unleaded (required),205,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,23,16,436
Mitsubishi,Diamante,2003,premium unleaded (required),205,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,23,16,436
Land Rover,Discovery Series II,2001,premium unleaded (required),188,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,16,12,258
Land Rover,Discovery Series II,2002,premium unleaded (required),188,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,16,12,258
Land Rover,Discovery Sport,2017,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,20,258
Land Rover,Discovery Sport,2017,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,20,258
Cadillac,DTS,2009,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,1624
Cadillac,DTS,2009,regular unleaded,292,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,22,15,1624
Cadillac,DTS,2011,premium unleaded (recommended),275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,1624
Cadillac,DTS,2011,premium unleaded (recommended),275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,1624
Dodge,Durango,2016,premium unleaded (recommended),360,8,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,22,14,1851
Dodge,Durango,2016,regular unleaded,293,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,25,18,1851
Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,26,19,1851
Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Large,4dr SUV,26,19,1851
Dodge,Dynasty,1991,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,24,18,1851
Dodge,Dynasty,1991,regular unleaded,141,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,24,18,1851
Ford,E-150,1996,regular unleaded,145,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Cargo Van,14,12,5657
Ford,E-150,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Passenger Van,17,12,5657
Ford,E-250,1996,regular unleaded,145,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Cargo Van,13,11,5657
Ford,E-250,1996,regular unleaded,199,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Cargo Van,13,11,5657
Mercedes-Benz,E-Class,2015,premium unleaded (required),550,8,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,23,16,617
Mercedes-Benz,E-Class,2015,premium unleaded (required),329,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,29,20,617
Mercedes-Benz,E-Class,2015,premium unleaded (required),302,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,29,20,617
Mercedes-Benz,E-Class,2015,premium unleaded (required),329,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,28,20,617
Mercedes-Benz,E-Class,2016,premium unleaded (required),329,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,29,20,617
Mercedes-Benz,E-Class,2016,premium unleaded (required),302,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Wagon,27,20,617
Mercedes-Benz,E-Class,2016,premium unleaded (required),402,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,26,18,617
Mercedes-Benz,E-Class,2016,premium unleaded (required),329,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,29,20,617
Mercedes-Benz,E-Class,2017,premium unleaded (required),241,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,29,22,617
Mercedes-Benz,E-Class,2017,premium unleaded (required),241,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,29,22,617
Volkswagen,e-Golf,2016,electric,115,,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,105,126,873
Volkswagen,e-Golf,2016,electric,115,,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,105,126,873
Ford,E-Series Van,2013,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Cargo Van,17,13,5657
Ford,E-Series Van,2013,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Cargo Van,17,13,5657
Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,16,13,5657
Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),255,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,15,11,5657
Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,16,13,5657
Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,16,13,5657
Toyota,ECHO,2003,regular unleaded,108,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,38,30,2031
Toyota,ECHO,2003,regular unleaded,108,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,36,28,2031
Toyota,ECHO,2005,regular unleaded,108,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,36,28,2031
Toyota,ECHO,2005,regular unleaded,108,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,38,30,2031
Mitsubishi,Eclipse,2010,regular unleaded,162,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,28,20,436
Mitsubishi,Eclipse,2010,premium unleaded (recommended),265,6,AUTOMATIC,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,24,16,436
Mitsubishi,Eclipse,2012,regular unleaded,162,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,28,20,436
Mitsubishi,Eclipse,2012,premium unleaded (recommended),265,6,AUTOMATIC,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,25,17,436
Ford,Edge,2015,premium unleaded (recommended),245,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,30,20,5657
Ford,Edge,2016,premium unleaded (recommended),245,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,30,20,5657
Ford,Edge,2017,regular unleaded,315,6,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Midsize,4dr SUV,24,17,5657
Ford,Edge,2017,premium unleaded (recommended),245,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,27,20,5657
Oldsmobile,Eighty-Eight Royale,1994,regular unleaded,170,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,26,17,26
Oldsmobile,Eighty-Eight Royale,1995,regular unleaded,205,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,26,17,26
Oldsmobile,Eighty-Eight,1999,regular unleaded,205,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,27,17,26
Oldsmobile,Eighty-Eight,1999,regular unleaded,205,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,27,17,26
Hyundai,Elantra GT,2015,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,33,24,1439
Hyundai,Elantra GT,2015,regular unleaded,173,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,34,24,1439
Hyundai,Elantra Touring,2011,regular unleaded,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,31,23,1439
Hyundai,Elantra Touring,2011,regular unleaded,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,31,23,1439
Hyundai,Elantra,2015,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,38,28,1439
Hyundai,Elantra,2015,regular unleaded,145,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,37,27,1439
Hyundai,Elantra,2016,regular unleaded,145,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,37,27,1439
Hyundai,Elantra,2016,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,37,27,1439
Hyundai,Elantra,2017,regular unleaded,201,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,30,22,1439
Hyundai,Elantra,2017,regular unleaded,147,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,38,29,1439
Buick,Electra,1990,regular unleaded,165,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,25,16,155
Buick,Electra,1990,regular unleaded,165,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,25,16,155
Honda,Element,2009,regular unleaded,166,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,24,19,2202
Honda,Element,2009,regular unleaded,166,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,25,20,2202
Honda,Element,2011,regular unleaded,166,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,24,19,2202
Honda,Element,2011,regular unleaded,166,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,24,19,2202
Lotus,Elise,2011,premium unleaded (required),217,4,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,26,20,613
Lotus,Elise,2011,premium unleaded (required),217,4,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,26,20,613
Buick,Enclave,2016,regular unleaded,288,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,155
Buick,Enclave,2016,regular unleaded,288,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,155
Buick,Encore,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155
Buick,Encore,2015,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155
Buick,Encore,2016,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155
Buick,Encore,2016,regular unleaded,153,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,34,28,155
Buick,Encore,2017,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,24,155
Buick,Encore,2017,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155
Mitsubishi,Endeavor,2010,premium unleaded (recommended),225,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,19,15,436
Mitsubishi,Endeavor,2010,premium unleaded (recommended),225,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,21,15,436
Buick,Envision,2016,premium unleaded (recommended),252,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,20,155
Buick,Envision,2016,premium unleaded (recommended),252,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,20,155
GMC,Envoy XL,2004,regular unleaded,275,6,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,18,13,549
GMC,Envoy XL,2004,regular unleaded,275,6,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,18,13,549
GMC,Envoy XL,2006,regular unleaded,291,6,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,18,13,549
GMC,Envoy XL,2006,regular unleaded,291,6,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,19,14,549
GMC,Envoy,2007,regular unleaded,291,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,14,549
GMC,Envoy,2007,regular unleaded,302,8,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,14,549
GMC,Envoy,2009,regular unleaded,285,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,20,14,549
GMC,Envoy,2009,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,21,15,549
Volkswagen,Eos,2015,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,2,N/A,Compact,Convertible,30,22,873
Volkswagen,Eos,2015,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,2,N/A,Compact,Convertible,30,22,873
Suzuki,Equator,2010,regular unleaded,261,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,20,15,481
Suzuki,Equator,2010,regular unleaded,261,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,20,15,481
Suzuki,Equator,2012,regular unleaded,152,4,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,23,19,481
Suzuki,Equator,2012,regular unleaded,152,4,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,23,19,481
Chevrolet,Equinox,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,"Crossover,Flex Fuel",Compact,4dr SUV,32,22,1385
Chevrolet,Equinox,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,"Crossover,Flex Fuel",Compact,4dr SUV,32,22,1385
Chevrolet,Equinox,2016,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,1385
Chevrolet,Equinox,2016,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385
Hyundai,Equus,2014,premium unleaded (recommended),429,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,23,15,1439
Hyundai,Equus,2014,premium unleaded (recommended),429,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,23,15,1439
Lexus,ES 300h,2017,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,"Luxury,Hybrid",Midsize,Sedan,39,40,454
Lexus,ES 300,2001,premium unleaded (required),210,6,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,24,17,454
Lexus,ES 350,2017,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,30,21,454
Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury,Performance",Large,4dr SUV,20,14,1624
Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury,Performance",Large,4dr SUV,20,14,1624
Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,Performance",Large,4dr SUV,22,15,1624
Cadillac,Escalade ESV,2016,premium unleaded (recommended),420,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,4dr SUV,22,15,1624
Cadillac,Escalade ESV,2016,premium unleaded (recommended),420,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,4dr SUV,22,15,1624
Cadillac,Escalade ESV,2017,premium unleaded (recommended),420,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,4dr SUV,22,15,1624
Cadillac,Escalade EXT,2011,flex-fuel (premium unleaded recommended/E85),403,8,AUTOMATIC,all wheel drive,4,"Crossover,Flex Fuel,Luxury,Performance",Large,Crew Cab Pickup,18,13,1624
Cadillac,Escalade Hybrid,2011,regular unleaded,332,8,AUTOMATIC,four wheel drive,4,"Luxury,Hybrid",Large,4dr SUV,23,20,1624
Cadillac,Escalade Hybrid,2011,regular unleaded,332,8,AUTOMATIC,four wheel drive,4,"Luxury,Hybrid",Large,4dr SUV,23,20,1624
Cadillac,Escalade Hybrid,2013,regular unleaded,332,8,AUTOMATIC,four wheel drive,4,"Luxury,Hybrid",Large,4dr SUV,23,20,1624
Cadillac,Escalade Hybrid,2013,regular unleaded,332,8,AUTOMATIC,four wheel drive,4,"Luxury,Hybrid",Large,4dr SUV,23,20,1624
Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury,Performance",Large,4dr SUV,21,14,1624
Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury,Performance",Large,4dr SUV,21,14,1624
Cadillac,Escalade,2016,premium unleaded (recommended),420,8,AUTOMATIC,four wheel drive,4,"Luxury,Performance",Large,4dr SUV,21,15,1624
Cadillac,Escalade,2016,premium unleaded (recommended),420,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,4dr SUV,22,15,1624
Cadillac,Escalade,2017,premium unleaded (recommended),420,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,4dr SUV,22,15,1624
Cadillac,Escalade,2017,premium unleaded (recommended),420,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,4dr SUV,22,15,1624
Ford,Escape Hybrid,2011,regular unleaded,177,4,AUTOMATIC,front wheel drive,4,"Crossover,Hybrid",Compact,4dr SUV,31,34,5657
Ford,Escape Hybrid,2011,regular unleaded,177,4,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Compact,4dr SUV,27,30,5657
Ford,Escape,2016,premium unleaded (recommended),178,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,23,5657
Ford,Escape,2016,premium unleaded (recommended),178,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,23,5657
Ford,Escort,2002,regular unleaded,130,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,31,22,5657
Ford,Escort,2002,regular unleaded,130,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,31,23,5657
Lotus,Esprit,2004,premium unleaded (required),350,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,21,14,613
Buick,Estate Wagon,1990,regular unleaded,140,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Wagon,22,15,155
Suzuki,Esteem,2001,regular unleaded,122,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,26,481
Suzuki,Esteem,2001,regular unleaded,122,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,26,481
Suzuki,Esteem,2001,regular unleaded,122,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,32,24,481
Suzuki,Esteem,2001,regular unleaded,122,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,32,24,481
Suzuki,Esteem,2002,regular unleaded,122,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,30,23,481
Suzuki,Esteem,2002,regular unleaded,122,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,32,24,481
Lotus,Evora 400,2017,premium unleaded (required),400,6,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,39,21,613
Lotus,Evora,2011,premium unleaded (required),276,6,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,27,18,613
Lotus,Evora,2014,premium unleaded (required),276,6,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,26,18,613
Infiniti,EX35,2008,premium unleaded (recommended),297,6,AUTOMATIC,rear wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,24,17,190
Infiniti,EX35,2010,premium unleaded (recommended),297,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,23,16,190
Infiniti,EX35,2010,premium unleaded (recommended),297,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,23,16,190
Hyundai,Excel,1993,regular unleaded,81,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,30,25,1439
Hyundai,Excel,1994,regular unleaded,81,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,1439
Infiniti,EX,2011,premium unleaded (recommended),297,6,AUTOMATIC,rear wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,24,17,190
Infiniti,EX,2011,premium unleaded (recommended),297,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,24,17,190
Infiniti,EX,2013,premium unleaded (recommended),325,6,AUTOMATIC,rear wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,25,17,190
Infiniti,EX,2013,premium unleaded (recommended),325,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,190
Ford,Expedition,2016,regular unleaded,365,6,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,22,16,5657
Ford,Expedition,2016,regular unleaded,365,6,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,20,15,5657
Ford,Expedition,2016,regular unleaded,365,6,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,20,15,5657
Ford,Expedition,2016,regular unleaded,365,6,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,21,15,5657
Ford,Expedition,2017,regular unleaded,365,6,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,19,15,5657
Ford,Expedition,2017,regular unleaded,365,6,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,19,15,5657
Ford,Explorer Sport Trac,2008,regular unleaded,210,6,AUTOMATIC,all wheel drive,4,N/A,Compact,Crew Cab Pickup,19,13,5657
Ford,Explorer Sport Trac,2008,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,19,13,5657
Ford,Explorer Sport Trac,2009,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Crossover,Compact,Crew Cab Pickup,19,13,5657
